book title,category,category,book title,author,Editor,Author,price,price,price,pages,other,price,price,price,price,other,other,price,price,other,Book Title,author,publisher,category,date of publication,pages,Code/ID,date of publication,author
Un giorno questo dolore ti sarà utile - Peter Cameron - Libro - Adelphi - Gli Adelphi | Feltrinelli,,,Un giorno questo dolore ti sarà utile,Peter Cameron,,Peter Cameron,"(Altri 15 da 6,00 €)","9,60 €","12,00 €",100.0,3263,"9,60 €","12,00 €","9,60 €","12,00 €",Tutte le offerte (16),Nuovo (14),"9,60 €","12,00 €",Promo attive (1),,Peter Cameron,Adelphi,Gli Adelphi,9 giugno 2010,"206 p., Brossura        Titolo originale:      Someday This Pain Will Be Useful to You",9788845925023,"1959, Pompton Plains, New Jersey","Scrittore statunitense. Si è laureato all'Hamilton College di New York nel 1982 in letteratura inglese.Ha venduto il suo primo racconto al The New Yorker nel 1983 dove ha successivamente pubblicato numerose altre storie. Il suo primo romanzo è stato una raccolta di racconti dal titolo In un modo o nell'altro, pubblicato da Harper & Row nel 1986 (in Italia da Rizzoli). Il suo secondo romanzo, The Weekend, è stato pubblicato nel 1994 da Farrar, Straus & Giroux, che ha anche pubblicato Andorra, nel 1997 e Quella sera dorata nel 2002.Ha pubblicato anche Un giorno questo dolore ti sarà utile (2007), Paura della matematica (2008), Coral Glynn (Adelphi 2012), Gli inconvenienti della vita (Adelphi 2018), Cose che succedono la notte (Adelphi 2020), Anno..."
Cuore nero - Silvia Avallone - Libro - Rizzoli - Scala italiani | Feltrinelli,Narrativa italiana,,Cuore nero,Silvia Avallone,Rizzoli,Silvia Avallone,,"19,00 €","20,00 €",190.0,55,"19,00 €","20,00 €","19,00 €","20,00 €",,,"19,00 €",,,"Con l’amore che solo i grandi autori sanno dedicare ai propri personaggi, Silvia Avallone ha scritto il suo romanzo più maturo, una storia di condanna e di salvezza che indaga le crepe più buie e profonde dell’anima per riempirle di compassione, di vita e di luce.     L’unico modo per raggiungere Sassaia, minuscolo borgo incastonato tra le montagne, è una strada sterrata, ripidissima, nascosta tra i faggi. È da lì che un giorno compare Emilia, capelli rossi e crespi, magra come uno stecco, un’adolescente di trent’anni con gli anfibi viola e il giaccone verde fluo. Dalla casa accanto, Bruno assiste al suo arrivo come si assiste a un’invasione. Quella donna ha l’accento “foresto” e un mucchio di borse e valigie: cosa ci fa lassù, lontana dal resto del mondo? Quando finalmente s’incontrano, ciascuno con la propria solitudine, negli occhi di Emilia – “privi di luce, come due stelle morte” – Bruno intuisce un abisso simile al suo, ma di segno opposto. Entrambi hanno conosciuto il male: lui perché l’ha subito, lei perché l’ha compiuto – un male di cui ha pagato il prezzo con molti anni di carcere, ma che non si può riparare. Sassaia è il loro punto di fuga, l’unica soluzione per sottrarsi a un futuro in cui entrambi hanno smesso di credere. Ma il futuro arriva e segue leggi proprie; che tu sia colpevole o innocente, vittima o carnefice, il tempo passa e ci rivela per ciò che tutti siamo: infinitamente fragili, fatalmente umani.",Silvia Avallone,Rizzoli,Scala italiani,,,9788817184601,"1984, Biella","Silvia Avallone è nata a Biella nel 1984. Trascorre tutte le estati della giovinezza a Piombino, da suo padre: questo crea un rapporto speciale tra lei e la città toscana, protagonista del suo romanzo più noto, Acciaio.Vive a Bologna, dove si è laureata in Filosofia e specializzata in Filologia moderna con una tesi su La Storia di Elsa Morante. Collabora inoltre con il Corriere della Sera, La lettura e 7, dove scrive mensilmente all’interno della rubrica 4 per 7.Nel 2007 ha pubblicato la raccolta di poesia Il libro dei vent’anni, vincitrice del Premio internazionale di poesia Alfonso Gatto sezione giovani. Sue poesie e racconti sono apparsi su Granta, Nuovi Argomenti e Vanity Fair.Con il suo romanzo d’esordio Acciaio (Rizzoli, 2010) ha vinto il..."
Lo scudo del principe - Cassandra Clare - Libro - Mondadori - Fantastica | Feltrinelli,Young Adult,,Lo scudo del principe,Cassandra Clare,Mondadori,Cassandra Clare,"(Altri 11 da 20,80 €)","20,80 €","21,90 €",210.0,81,"20,80 €","21,90 €","20,80 €","21,90 €",Tutte le offerte (12),Nuovo (12),"20,80 €","21,90 €",,"«Questo romanzo ha tutto quello che cerco in un fantasy.»  -  George R.R. Martin.     Io sono lo Scudo del Principe. Sono la sua armatura indistruttibile. Sanguino perché lui possa non sanguinare. Soffro perché lui non debba soffrire. Muoio perché lui possa vivere per sempre. Questo è il destino inesorabile di Kel, prelevato dalla Casa degli Orfani di Aigon quando era poco più che un bambino per diventare la controfigura dell'erede al trono, il suo scudo umano. Cresciuto accanto al principe Conor quasi come un fratello, viene addestrato fin dal primo giorno a morire al suo posto, prima o poi. Nessun altro futuro è possibile per lui. Lin Caster è una guaritrice appartenente alla piccola comunità Ashkar che, nel regno, è l'unica ancora in grado di esercitare la magia e che, per questo motivo, è stata confinata nel Sault, un'area recintata di Castellane da cui nessuno è autorizzato a uscire. Alla ragazza, però, capita spesso di disattendere il divieto, perché altrimenti non potrebbe curare i malati e i moribondi della città. Quando i due giovani si incontrano in seguito a un attentato, i loro destini si intrecciano indissolubilmente. Una misteriosa figura che governa il mondo sotterraneo e criminale della città li trascinerà in una realtà fatta di intrighi e ombre dove scopriranno quanto la corruzione si estenda dai bassifondi più oscuri di Castellane fino alla torre più alta dei suoi palazzi. Perché se c'è una cosa che, qui, accomuna i nobili più ricchi e i criminali più dissoluti è la loro insaziabile brama di ricchezza e potere. Posti di fronte allo svelamento di segreti a lungo custoditi, Kel e Lin saranno costretti a chiedersi se la conoscenza valga il prezzo del tradimento e, soprattutto, il rischio che la loro nazione finisca in guerra e il mondo nel caos...",Cassandra Clare,Mondadori,Fantastica,16 gennaio 2024,"540 p., Rilegato        Età di lettura:       Young Adult",9788804741121,"1973, Teheran (Iran)","Cassandra Clare è il nome d'arte di Judith Rumelt. Nata in Iran, ha passato i primi anni della sua vita in giro per il mondo (Francia, Inghilterra, Svizzera, addirittura Himalaya) con la famiglia e bauli di libri. Da grande, ha lavorato come giornalista di spettacolo tra Los Angeles e New York. Stabilizzatasi a Brooklyn, scrive in bar e ristoranti, per non farsi distrarre dai suoi tanti gatti. Maestra del romanzo urban fantasy contemporaneo, ha all'attivo numerose pubblicazioni, tra le quali ricordiamo le tre trilogie di Shadowhunters. Nel 2004 comincia a lavorare al primo volume della prima trilogia, che sarà pubblicato in Italia nel 2007. Oltre a Shadowhunters. Città di Ossa, saranno pubblicati i volumi Shadowhunters. Città di Cenere e Shadowhunters. Città..."
La banalità del male. Eichmann a Gerusalemme. Nuova ediz. - Hannah Arendt - Libro - Feltrinelli - Universale economica. Saggi | Feltrinelli,"Società, politica e comunicazione",Politica e governo,La banalità del male. Eichmann a Gerusalemme. Nuova ediz.,Hannah Arendt,,Hannah Arendt,"(Altri 15 da 12,35 €)",,"13,00 €",120.0,94,"12,35 €",,"12,35 €",,Tutte le offerte (16),Nuovo (16),"12,35 €",,Promo attive (1),"A sessant’anni dalla pubblicazione, uno dei libri più importanti del Ventesimo secolo torna con una nuova prefazione di Ezio Mauro.     «Le azioni erano mostruose, ma chi le fece era pressoché normale, né demoniaco né mostruoso.»     Otto Adolf Eichmann, uno dei comandanti delle SS responsabili dell’organizzazione della cosiddetta “soluzione finale”, fu processato nel 1961 a Gerusalemme, avendo commesso crimini contro il popolo ebraico, crimini contro l’umanità e crimini di guerra sotto il regime nazista. Hannah Arendt assistette al processo come inviata del “New Yorker” e ne nacque un libro scomodo, che pone le domande che non avremmo mai voluto porci e dà risposte che non hanno la rassicurante certezza di un facile manicheismo. Il suo resoconto, spiega Ezio Mauro nella sua prefazione, è “il tentativo di recuperare una misura umana di razionalità che consenta di mandare avanti il mondo dopo Auschwitz”: è un’esplorazione attenta e appassionata del contesto storico e politico, un’analisi del tempo nazista, indispensabile per capire come quella quotidianità ordinaria e mediocre abbia potuto farsi strumento dell’orrore. Questo tipo di indagine diventa necessaria poiché “quel che si vede e quel che si sente non riescono a restituire la portata dell’accaduto che resiste al diritto, alla giustizia, alla pietà, dunque alla comprensione”. Sprovvisto di qualsiasi tipo di eccezionalità, concentrato sulla corretta esecuzione del compito assegnatogli, Eichmann è l’incarnazione “banale” del Male, che per questo risulta tanto più terribile, perché i suoi servitori più o meno consapevoli non sono che piccoli, grigi burocrati. I macellai del nostro tempo non hanno la “grandezza” dei demoni: sono dei tecnici, si somigliano e ci somigliano. Prefazione di Ezio Mauro.",Hannah Arendt,Feltrinelli,Universale economica. Saggi,4 aprile 2023,,9788807897450,"1906, Linden (Germania)","Filosofa tedesca. Formatasi nelle università di Marburgo, Friburgo e Heidelberg, ebbe come maestri Heidegger, R. Bultmann e K. Jaspers.Di origini ebraiche, nel 1933 emigrò in Francia, per poi trasferirsi negli Stati Uniti nel 1940.I suoi principali interessi si sono orientati sull’agire politico, inteso come dimensione pubblica dell’esistenza umana.In 'Le origini del totalitarismo' (1951), la Arendt ricostruisce il processo storicoche ha condotto alle dittature europee e alla seconda guerra mondiale; i momenti decisivi di tale processo (antisemitismo, imperialismo e trasformazione plebiscitaria delle democrazie) sono interpretati come effetti di una complessiva de-politicizzazione della cultura moderna.'Vita activa' (1958) propone l’e1aborazione in termini filosofici..."
Il sogno - Álvaro Enrigue - Libro - Feltrinelli - I narratori | Feltrinelli,,Di ambientazione storica,Il sogno,Álvaro Enrigue,Feltrinelli,Álvaro Enrigue,"(Altri 7 da 17,05 €)","17,10 €","18,00 €",170.0,16,"17,10 €","18,00 €","17,10 €","18,00 €",Tutte le offerte (8),Nuovo (8),"17,10 €","18,00 €",,"L’incontro tra Cortés e Moctezuma, raccontato da Álvaro Enrigue, dà vita a uno straordinario romanzo di vendetta coloniale.     L’8 novembre 1519 avvenne l’incontro fatidico tra il conquistador Hernán Cortés e l’imperatore del Messico Moctezuma: fu il contatto tra due mondi incomprensibili fra loro, due visioni dell’esistente inconciliabili, due imperi che stavano entrando in collisione senza avere coscienza della portata di tale evento. Álvaro Enrigue narra un’avvincente versione di cosa accadde, in sapiente equilibrio tra ricostruzione storica e leggende tramandate, sfidando i limiti del romanzo storico e avvalendosi di una approfondita conoscenza delle sottigliezze linguistiche – prendendosi la libertà di stravolgerle usando termini e modi di dire in gergo messicano odierno – per rendere appieno la portata di quell’incontro che cambiò la storia del mondo. Da lì iniziò la conquista del continente americano, l’ascesa della Spagna come nazione più ricca d’Europa, e la fine di “un sogno”, quello dei popoli nativi che accolsero gli sterminatori come ospiti stranieri da ossequiare, sebbene per molti di loro la realtà fosse spesso un incubo sanguinario. Il tutto concepito dall’inventiva dell’autore che immagina come sarebbe andata se…",Álvaro Enrigue,Feltrinelli,I narratori,12 gennaio 2024,"224 p., Brossura",9788807035807,"1969, Città del Messico","Álvaro Enrigue (Città del Messico, 1969) è autore di romanzi e raccolte di racconti. Con Morte istantanea, uscito in Spagna per Anagrama, si è aggiudicato il premio Herralde nel 2013 e il premio Elena Poniatowska per il romanzo iberoamericano nel 2014. Feltrinelli ha pubblicato Morte improvvisa (2015) e Adesso mi arrendo e questo è tutto (2021). Nel 2018 La Nuova Frontiera pubblica La morte di un artista."
Lo scudo del principe - Cassandra Clare - Libro - Mondadori - Fantastica | Feltrinelli,Young Adult,,Lo scudo del principe,Cassandra Clare,Mondadori,Cassandra Clare,"(Altri 11 da 20,80 €)","20,80 €","21,90 €",210.0,81,"20,80 €","21,90 €","20,80 €","21,90 €",Tutte le offerte (12),Nuovo (12),"20,80 €","21,90 €",,"«Questo romanzo ha tutto quello che cerco in un fantasy.»  -  George R.R. Martin.     Io sono lo Scudo del Principe. Sono la sua armatura indistruttibile. Sanguino perché lui possa non sanguinare. Soffro perché lui non debba soffrire. Muoio perché lui possa vivere per sempre. Questo è il destino inesorabile di Kel, prelevato dalla Casa degli Orfani di Aigon quando era poco più che un bambino per diventare la controfigura dell'erede al trono, il suo scudo umano. Cresciuto accanto al principe Conor quasi come un fratello, viene addestrato fin dal primo giorno a morire al suo posto, prima o poi. Nessun altro futuro è possibile per lui. Lin Caster è una guaritrice appartenente alla piccola comunità Ashkar che, nel regno, è l'unica ancora in grado di esercitare la magia e che, per questo motivo, è stata confinata nel Sault, un'area recintata di Castellane da cui nessuno è autorizzato a uscire. Alla ragazza, però, capita spesso di disattendere il divieto, perché altrimenti non potrebbe curare i malati e i moribondi della città. Quando i due giovani si incontrano in seguito a un attentato, i loro destini si intrecciano indissolubilmente. Una misteriosa figura che governa il mondo sotterraneo e criminale della città li trascinerà in una realtà fatta di intrighi e ombre dove scopriranno quanto la corruzione si estenda dai bassifondi più oscuri di Castellane fino alla torre più alta dei suoi palazzi. Perché se c'è una cosa che, qui, accomuna i nobili più ricchi e i criminali più dissoluti è la loro insaziabile brama di ricchezza e potere. Posti di fronte allo svelamento di segreti a lungo custoditi, Kel e Lin saranno costretti a chiedersi se la conoscenza valga il prezzo del tradimento e, soprattutto, il rischio che la loro nazione finisca in guerra e il mondo nel caos...",Cassandra Clare,Mondadori,Fantastica,16 gennaio 2024,"540 p., Rilegato        Età di lettura:       Young Adult",9788804741121,"1973, Teheran (Iran)","Cassandra Clare è il nome d'arte di Judith Rumelt. Nata in Iran, ha passato i primi anni della sua vita in giro per il mondo (Francia, Inghilterra, Svizzera, addirittura Himalaya) con la famiglia e bauli di libri. Da grande, ha lavorato come giornalista di spettacolo tra Los Angeles e New York. Stabilizzatasi a Brooklyn, scrive in bar e ristoranti, per non farsi distrarre dai suoi tanti gatti. Maestra del romanzo urban fantasy contemporaneo, ha all'attivo numerose pubblicazioni, tra le quali ricordiamo le tre trilogie di Shadowhunters. Nel 2004 comincia a lavorare al primo volume della prima trilogia, che sarà pubblicato in Italia nel 2007. Oltre a Shadowhunters. Città di Ossa, saranno pubblicati i volumi Shadowhunters. Città di Cenere e Shadowhunters. Città..."
Alma - Federica Manzon - Libro - Feltrinelli - I narratori | Feltrinelli,Narrativa italiana,,Alma,Federica Manzon,Feltrinelli,Federica Manzon,"(Altri 9 da 17,10 €)","17,10 €","18,00 €",170.0,64,"17,10 €","18,00 €","17,10 €","18,00 €",Tutte le offerte (10),Nuovo (10),"17,10 €","18,00 €",,"Federica Manzon scrive un romanzo dove l’identità, la memoria e la Storia – personale, familiare, dei Paesi – si cercano e si sfuggono continuamente, facendo di Trieste un punto di vista da cui guardare i nostri difficili tentativi di capire chi siamo e dov’è la nostra casa.     «Con Alma Federica Manzon conferma nuovamente la forza della sua penna, una scrittura fine capace di vertigini liriche e di una vividezza rara, che restituisce l’intensità dei temi del romanzo.»  -  Francesca Peligra per Maremosso     Tre giorni dura il ritorno a Trieste di Alma, che dalla città è fuggita per rifarsi una vita lontano, e ora è tornata per raccogliere l’imprevista eredità di suo padre. Un uomo senza radici che odiava il culto del passato e i suoi lasciti, un padre pieno di fascino ma sfuggente, che andava e veniva al di là del confine, senza che si potesse sapere che lavoro facesse là nell’isola, all’ombra del maresciallo Tito “occhi di vipera”. A Trieste Alma ritrova una mappa dimenticata della sua vita. Ritrova la bella casa nel viale dei platani, dove ha trascorso l’infanzia grazie ai nonni materni, custodi della tradizione mitteleuropea, dei caffè colti e mondani, distante anni luce dal disordine chiassoso di casa sua, “dove le persone entravano e se ne andavano, e pareva che i vestiti non fossero mai stati tolti dalle valigie”. Ritrova la casa sul Carso, dove si sono trasferiti all’improvviso e dove è arrivato Vili, figlio di due intellettuali di Belgrado amici di suo padre. Vili che da un giorno all’altro è entrato nella sua vita cancellando definitivamente l’Austriaungheria. Adesso è proprio dalle mani di Vili, che è stato “un fratello, un amico, un antagonista”, che Alma deve ricevere l’eredità del padre. Ma Vili è l’ultima persona che vorrebbe rivedere. I tre giorni culminanti con la Pasqua ortodossa diventano così lo spartiacque tra ciò che è stato e non potrà più tornare – l’infanzia, la libertà, la Jugoslavia del padre, l’aria seducente respirata all’ombra del confine – e quello che sarà.",Federica Manzon,Feltrinelli,I narratori,16 gennaio 2024,"272 p., Brossura",9788807035784,"1981, Pordenone","Federica Manzon è un'autrice italiana. Collabora con l'organizzazione del festival letterario Pordenonelegge ed è redattrice di «Nuovi Argomenti». Tra i suoi titolo, Come si dice addio (Mondadori, 2008), Di fama e di sventura (Mondadori, 2011), libro finalista al premio Campiello, La nostalgia degli altri (Feltrinelli, 2017), Il bosco del confine (Aboca, 2020) e Alma (Feltrinelli, 2024)."
Day - Michael Cunningham - Libro - La nave di Teseo - Oceani | Feltrinelli,,,Day,Michael Cunningham,,Michael Cunningham,,"20,90 €","22,00 €",210.0,12,"20,90 €","22,00 €","20,90 €","22,00 €",,,"20,90 €",,,"Un libro che attraversa il tempo nella storia di una famiglia, come nel suo capolavoro  Le ore  , premiato con i più prestigiosi riconoscimenti e tradotto in trenta lingue. Un romanzo sui cambiamenti imprevedibili delle nostre esistenze, sull’amore e la perdita, sulla forza inesauribile dei legami familiari.     «Se mai dovessi andare da qualche parte, tornerò sempre.»     5 aprile 2019. In un’accogliente casa in mattoni di Brooklyn, la patina di felicità domestica di Dan e Isabel comincia a incrinarsi. Marito e moglie si stanno lentamente allontanando, attratti entrambi, a quanto pare, da Robbie, il fratello minore di Isabel, l’anima ribelle della famiglia, che abita nel loro attico. La partenza di Robbie minaccia di rompere il fragile equilibrio della famiglia, mentre la piccola Violet finge di non vedere la distanza tra i genitori e il fratello Nathan sperimenta i primi passi verso l’indipendenza. 5 aprile 2020. Quando il mondo intero si chiude in lockdown, Dan e Isabel si sentono sempre più in prigione, tra piccoli inganni e frustrazioni reciproche. Anche Robbie è bloccato, in una baita di montagna in Islanda, solo con i suoi pensieri e una seconda vita segreta su Instagram. 5 aprile 2021. La tempesta è passata, Dan e Isabel devono fare i conti con quello che hanno imparato, con le ferite che hanno sofferto, con la nuova realtà che li aspetta.",Michael Cunningham,,Oceani,30 gennaio 2024,"320 p., Brossura",9788834616475,"1952, Cincinnati","Michael Cunningham è uno scrittore statunitense. È cresciuto a Los Angeles e vive a New York. Per Bompiani sono usciti: Le ore (1999), tradotto in circa trenta lingue e vincitore del Premio Pulitzer per la Narrativa, del Pen/Faulkner Award e del Premio Grinzane Cavour 2000 per la Sezione Narrativa Straniera, Carne e sangue (2000), per il quale ha ricevuto il Whiting Writer's Award, Una casa alla fine del mondo (2001), Mr Brother (2002), Dove la terra finisce (2003), Giorni memorabili (2005), Al limite della notte (2010), La regina delle nevi (2014).Dal romanzo Le ore è stato tratto il celebre film interpretato da Meryl Streep, Nicole Kidman e Julianne Moore, mentre da Una casa alla fine del mondo è stata realizzata una versione cinematografica diretta da Michael..."
Iron Flame - Rebecca Yarros - Libro - Sperling & Kupfer -  | Feltrinelli,,Fantasy,Iron Flame,Rebecca Yarros,Sperling & Kupfer,Rebecca Yarros,,"18,90 €","19,90 €",190.0,190,"18,90 €","19,90 €","18,90 €","19,90 €",,,"18,90 €",,,"L’atteso seguito di  Fourth wing  .  Iron flame  è una storia che unisce elementi romance, fantasy, battaglie e scontri tra popoli.     Tutti si aspettavano che Violet Sorrengail morisse durante il suo primo anno all’accademia militare di Basgiath, compresa lei stessa. Ma la Trebbiatura è stata solo la prima, difficilissima prova per eliminare i candidati più insicuri, indegni e sfortunati. Ora inizia l’addestramento vero e proprio, e Violet già si chiede come farà a superarlo. Perché non sarà soltanto terribilmente estenuante, brutale e progettato per testare la capacità dei cavalieri di resistere al dolore oltre ogni limite. Il vero pericolo è il nuovo vicecomandante, che ha deciso di dimostrare a ogni costo quanto la ragazza sia inadatta al posto che si è guadagnata a fatica, a meno che non tradisca l’uomo che ama. Forse il corpo di Violet è più debole di quello degli altri, ma di certo non le mancano né l’ingegno, né una volontà di ferro. E soprattutto, il vicecomandante non tiene conto della lezione più importante di Basgiath: i cavalieri di draghi si fanno le regole da soli. Ma la determinazione a sopravvivere non sarà sufficiente quest’anno. Perché Violet conosce il vero segreto nascosto da secoli all’accademia militare di Basgiath e niente, nemmeno il fuoco dei draghi, potrebbe essere sufficiente a salvarli.",Rebecca Yarros,,,30 gennaio 2024,"672 p., Rilegato",9788820077341,,"Rebecca Yarros è un'autrice statunitense. Si definisce una romantica senza speranza, amante del cioccolato e dipendente dal caffè. Nel 2023 Sperling & Kupfer pubblica in Italia, Fourth Wing e nel 2024 il sequel Iron Flame."
I baffi - Emmanuel Carrère - Libro - Adelphi - Fabula | Feltrinelli,,,I baffi,Emmanuel Carrère,,Emmanuel Carrère,"(Altri 10 da 13,60 €)","13,60 €","17,00 €",,890,"13,60 €","17,00 €","13,60 €","17,00 €",Tutte le offerte (11),Nuovo (11),"13,60 €","17,00 €",Promo attive (1),"«Di certi autori capita che non si legga subito la loro primissima produzione. Magari è uscita in sordina, magari il loro è un successo venuto in un secondo tempo. È successo più o meno lo stesso con Emmanuel Carrère. Ma le 150 pagine di  I baffi  s’impongono a una lettura avida e ininterrotta sin dalla prima pagina.» - Teresa Bellemo  RivistaStudio        «Ci sono romanzi come puzzle, devi mettere insieme tutte le tessere. Altri, come questo, sono un filo che si tira e sistema ogni cosa»  -  Gabriele Romagnoli   È quasi un capriccio, uno scherzo, quello di tagliarsi i baffi, da parte del protagonista di questo inquietante romanzo. Ma ci sono scherzi (Milan Kundera insegna) che possono avere conseguenze anche molto gravi. Il nostro non più baffuto eroe si troverà infatti proiettato di colpo - lui che voleva solo fare una sorpresa alla moglie - in un universo da incubo: perché tutti quelli che lo conoscono da anni, e la moglie per prima, affermano di non averli mai visti, quei baffi, e che dunque nella sua faccia niente è cambiato. Il mondo comincia allora ad apparirgli «fuor di squadra», e il confine tra la realtà e la sua immaginazione sempre più sfumato. Delle due l'una: o è pazzo, o è vittima di un mostruoso complotto, ordito dalla moglie con la complicità di amici e colleghi, per convincerlo che è pazzo. Non gli resta che fuggire, il più lontano possibile. Ma servirà? O non è altro, la fuga stessa, che il punto di non ritorno? Per nessun lettore sarà facile ripensare a questo libro - in cui ritroviamo le atmosfere visionarie e paranoiche di quel Philip K. Dick sul quale Emmanuel Carrère ha scritto - senza un brivido di turbamento.",Emmanuel Carrère,Adelphi,Fabula,27 febbraio 2020,"149 p., Brossura        Titolo originale:      La moustache",9788845934599,"1957, Parigi","Emmanuel Carrère è scrittore, regista e sceneggiatore francese.Laureato all'Istituto di Studi Politici di Parigi, è figlio di Louis Carrère e della sovietologa e accademica Hélène Carrère d'Encausse figlia di immigrati georgiani che fuggirono la Rivoluzione russa.I suoi esordi sono stati nella critica cineatografica, per «Positif» e «Télérama». Il suo primo libro, Werner Herzog, un saggio, è stato pubblicato nel 1982. Il suo esordio come romanziere risale invece al 1983: è L'amico del giaguaro, pubblicato da Flammarion. Il successivo Bravura (1984, in Italia pubblicato nel 1991 da Marcos y Marcos), invece, è stato pubblicato da POL, editore con il quale da allora non ha più interrotto..."
Le notti bianche-La cronaca di Pietroburgo - Fëdor Dostoevskij - Libro - Feltrinelli - Universale economica. I classici | Feltrinelli,,Antologie,Le notti bianche-La cronaca di Pietroburgo,Fëdor Dostoevskij,,Fëdor Dostoevskij,"(Altri 11 da 8,07 €)","8,08 €","8,50 €",80.0,1912,"8,08 €","8,50 €","8,08 €","8,50 €",Tutte le offerte (12),Nuovo (12),"8,08 €","8,50 €",Promo attive (1),"«Era una notte meravigliosa, una di quelle notti che forse possono esistere solo quando si è giovani.»    Un giovane sognatore, nella magia vagamente inquieta delle nordiche notti bianche, incontra una misteriosa fanciulla e vive la sua 'educazione sentimentale', segnata da un brusco risveglio con conseguente ritorno alla realtà. Un Dostoevskij lirico, ispirato, comincia a riflettere sulle disillusioni dell'esistenza e dell'amore nell'ultima opera pubblicata prima dell'arresto e della deportazione, esperienze che modificheranno in maniera radicale e definitiva la sua concezione dell'uomo e dell'arte. In questa edizione, al celebre racconto viene affiancata la visione 'diurna' di Pietroburgo contenuta nei  feuilletons  che compongono la  Cronaca di Pietroburgo  , vero e proprio laboratorio per la scrittura dostoevskiana. Lo stretto legame tra pubblicistica e letteratura, che accompagnerà Dostoevskij negli anni della maturità, viene così a manifestarsi fin quasi dal suo esordio. Il racconto  Le notti bianche  ha ispirato il film omonimo di Luchino Visconti (1957), con Marcello Mastroianni e Maria Schell, e il film  Quattro notti di un sognatore  di Robert Bresson (1971).",Fëdor Dostoevskij,Feltrinelli,Universale economica. I classici,29 aprile 2015,"176 p., Brossura",9788807901874,"1821, Mosca","Figlio di un medico, un aristocratico decaduto stravagante e dispotico, crebbe in un ambiente devoto e autoritario. Nel 1837 gli morì la madre, da tempo malata, e D. venne iscritto alla scuola del genio militare di Pietroburgo, istituto che frequentò controvoglia, essendo i suoi interessi già risolutamente indirizzati verso la letteratura (risalgono a quegli anni le sue prime letture importanti: Schiller, Balzac, Hugo, Hoffmann). Diplomatosi nel 1843, rinunciò alla carriera che il titolo gli apriva e, lottando con l’indigenza e con i disagi di una salute cagionevole, cominciò a scrivere: il suo primo libro, il romanzo Povera gente (1846), che ebbe gli elogi di critici come Belinskij e Nekrasov, rivela già l’attenzione pietosa di D. per..."
Alma - Federica Manzon - Libro - Feltrinelli - I narratori | Feltrinelli,Narrativa italiana,,Alma,Federica Manzon,Feltrinelli,Federica Manzon,"(Altri 9 da 17,10 €)","17,10 €","18,00 €",170.0,64,"17,10 €","18,00 €","17,10 €","18,00 €",Tutte le offerte (10),Nuovo (10),"17,10 €","18,00 €",,"Federica Manzon scrive un romanzo dove l’identità, la memoria e la Storia – personale, familiare, dei Paesi – si cercano e si sfuggono continuamente, facendo di Trieste un punto di vista da cui guardare i nostri difficili tentativi di capire chi siamo e dov’è la nostra casa.     «Con Alma Federica Manzon conferma nuovamente la forza della sua penna, una scrittura fine capace di vertigini liriche e di una vividezza rara, che restituisce l’intensità dei temi del romanzo.»  -  Francesca Peligra per Maremosso     Tre giorni dura il ritorno a Trieste di Alma, che dalla città è fuggita per rifarsi una vita lontano, e ora è tornata per raccogliere l’imprevista eredità di suo padre. Un uomo senza radici che odiava il culto del passato e i suoi lasciti, un padre pieno di fascino ma sfuggente, che andava e veniva al di là del confine, senza che si potesse sapere che lavoro facesse là nell’isola, all’ombra del maresciallo Tito “occhi di vipera”. A Trieste Alma ritrova una mappa dimenticata della sua vita. Ritrova la bella casa nel viale dei platani, dove ha trascorso l’infanzia grazie ai nonni materni, custodi della tradizione mitteleuropea, dei caffè colti e mondani, distante anni luce dal disordine chiassoso di casa sua, “dove le persone entravano e se ne andavano, e pareva che i vestiti non fossero mai stati tolti dalle valigie”. Ritrova la casa sul Carso, dove si sono trasferiti all’improvviso e dove è arrivato Vili, figlio di due intellettuali di Belgrado amici di suo padre. Vili che da un giorno all’altro è entrato nella sua vita cancellando definitivamente l’Austriaungheria. Adesso è proprio dalle mani di Vili, che è stato “un fratello, un amico, un antagonista”, che Alma deve ricevere l’eredità del padre. Ma Vili è l’ultima persona che vorrebbe rivedere. I tre giorni culminanti con la Pasqua ortodossa diventano così lo spartiacque tra ciò che è stato e non potrà più tornare – l’infanzia, la libertà, la Jugoslavia del padre, l’aria seducente respirata all’ombra del confine – e quello che sarà.",Federica Manzon,Feltrinelli,I narratori,16 gennaio 2024,"272 p., Brossura",9788807035784,"1981, Pordenone","Federica Manzon è un'autrice italiana. Collabora con l'organizzazione del festival letterario Pordenonelegge ed è redattrice di «Nuovi Argomenti». Tra i suoi titolo, Come si dice addio (Mondadori, 2008), Di fama e di sventura (Mondadori, 2011), libro finalista al premio Campiello, La nostalgia degli altri (Feltrinelli, 2017), Il bosco del confine (Aboca, 2020) e Alma (Feltrinelli, 2024)."
