Book Title,Book Title,Price,Price,Author,Publisher,Price,Price,Book Title,Book Title,Book Description,Price,Publisher,Category,Book type,Other,Dimensions,Code/ID,Author,Author,Author,Book Title,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
Canti della gratitudine - COPIA AUTOGRAFATA | Franco Arminio | Giunti Editore,Canti della gratitudine - COPIA AUTOGRAFATA,"€17,10","€18,00",Franco Arminio,Bompiani,"€17,10","€18,00",Diminuisci quantità per Canti della gratitudine - COPIA AUTOGRAFATA,Aumenta quantità per Canti della gratitudine - COPIA AUTOGRAFATA,"Fin dalle prime righe, questo libro ci invita
a un gesto semplice e prezioso: fare buon uso
delle parole.
Le parole che pronunciamo, scriviamo, leggiamo
ogni giorno sono una moltitudine, ma troppo
spesso attraversano le nostre vite senza lasciare
traccia. Franco Arminio allora si inoltra nel
silenzio – quello dei paesi delle aree interne
svuotati dall’emigrazione, quello delle notti in
cui siamo soli di fronte alla nostra ossessione –
e, come un rabdomante, cerca la vena in cui
ancora scorrono parole dense di significato
e di luce. I suoi versi si offrono a tutti come
occasione per aprire il cuore alla meraviglia
e alla fratellanza, cantano l’importanza
di prestare attenzione al minuscolo per sentirci
parte dell’immenso.
Il fardello della famiglia in cui siamo nati,
la fatica di amare e lasciarsi amare, l’angoscioso
orizzonte della morte che sembra chiudersi
davanti a ogni pensiero – tutto viene riscattato
dal potere della gratitudine, che illumina
i doni nascosti in ogni singolo giorno. A queste
pagine Arminio consegna il frutto di anni di
ascolto di se stesso e del mondo, la summa di ciò
che ha imparato nel suo cammino attraverso città
e paesi: la parola poetica dispiega la sua forza
trasformativa, da esperienza intima si fa
comunitaria e ci chiede di essere pronunciata
come sfida all’indifferenza, come forma
di resistenza, come il più salvifico dei contagi.","Default Title - €18,00",Bompiani,NARRATORI ITALIANI,Brossura con sovraccoperta,192.0,"15.0 x
    
  
    
      21.0
    
  
  cm",9788830137561.0,Franco Arminio,Franco Arminio,Franco Arminio: biografia e libri in vendita | Giunti Editore,"Scopri tutti i libri di Franco Arminio. Consulta il catalogo dell'autore, ordina online o trova una copia nella libreria più vicina a te.","Aggiungi   Sold out!                 Canti della gratitudine   Canti della gratitudine      Franco Arminio   Franco Arminio        € 18,00   € 17,10        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Busajo   Busajo      Igiaba Scego, Pietro Ichino, Franco Arminio, Alessandro Cassin, Francesca Melandri, Tommaso Maiorelli, Lucia Giubbi Montanarini, Giulia Ichino, André Benaim, Martino Montanarini, Sebastiano Nata   Igiaba Scego, Pietro Ichino, Franco Arminio, Alessandro Cassin, Francesca Melandri, Tommaso Maiorelli, Lucia Giubbi Montanarini, Giulia Ichino, André Benaim, Martino Montanarini, Sebastiano Nata        € 25,00   € 23,75        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Busajo   Busajo      Igiaba Scego, Pietro Ichino, Franco Arminio, Alessandro Cassin, Francesca Melandri, Tommaso Maiorelli, Lucia Giubbi Montanarini, Giulia Ichino, André Benaim, Martino Montanarini, Sebastiano Nata   Igiaba Scego, Pietro Ichino, Franco Arminio, Alessandro Cassin, Francesca Melandri, Tommaso Maiorelli, Lucia Giubbi Montanarini, Giulia Ichino, André Benaim, Martino Montanarini, Sebastiano Nata        € 25,00   € 23,75        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Lettera a chi non c'era   Lettera a chi non c'era      Franco Arminio   Franco Arminio        € 16,00   € 15,20        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 La cura dello sguardo   La cura dello sguardo      Franco Arminio   Franco Arminio        € 16,00   € 15,20        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 L'infinito senza farci caso   L'infinito senza farci caso      Franco Arminio   Franco Arminio        € 14,00   € 13,30        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Resteranno i canti   Resteranno i canti      Franco Arminio   Franco Arminio        € 15,00   € 14,25        -5%   IN OFFERTA",,,,,,,,,,,
Chiassovezzano | Piero Dorfles | Giunti Editore,Chiassovezzano,"€17,10","€18,00",Piero Dorfles,Bompiani,"€17,10","€18,00",Diminuisci quantità per Chiassovezzano::Una casa e una famiglia temeraria in tempo di guerra,Aumenta quantità per Chiassovezzano::Una casa e una famiglia temeraria in tempo di guerra,"Nella Trieste della metà del Novecento quella
dei Dörfles è una delle tante famiglie ebraiche
assimilate, intensamente partecipe della vita
culturale e civile della città. Giorgio – futuro
padre di Piero – si converte e sposa Alma,
e con lei rimane in città cercando di svolgere
il suo lavoro di avvocato. Anche Gillo, con
la moglie Lalla, continua la sua vita di viaggi
e di incontri, ma si ritira in Toscana, perché
le leggi razziali, la cui promulgazione Mussolini
sceglie di annunciare proprio a Trieste,
impediscono ai Dörfles di svolgere il loro lavoro.
Nel 1943, con l’armistizio e l’occupazione
militare tedesca, la fuga si fa inevitabile. È da
quel momento che la tenuta di Chiassovezzano,
nel comune di Lajatico, tra Pisa e Volterra,
diventa il rifugio di questa particolare famiglia.
Piero Dorfles – il cui cognome ha perso la Umlaut
durante le vicissitudini narrate nel libro –
sceglie di rievocare quei mesi terribili attraverso
il racconto della casa di Chiassovezzano, delle sue
stanze piene di storia e di storie, del suo giardino,
degli scantinati usati come rifugi antiaerei,
della pantera nera che ne è il simbolo un po’
misterioso: perché ogni cosa, in quel luogo, parla
di chi lo ha scelto e abitato. “Ma nessun eroismo,
in famiglia. Sconsideratezza, una buona dose
di incoscienza. Il termine che mi sembra più
adatto è quello di temerarietà.”","Default Title - €18,00",Bompiani,OVERLOOK,Brossura con sovraccoperta,204.0,"15.0 x
    
  
    
      21.0
    
  
  cm",9788830108226.0,Piero Dorfles,Piero Dorfles,Piero Dorfles: biografia e libri in vendita | Giunti Editore,"Scopri tutti i libri di Piero Dorfles. Consulta il catalogo dell'autore, ordina online o trova una copia nella libreria più vicina a te.","Aggiungi   Sold out!                 Il lavoro del lettore   Il lavoro del lettore      Piero Dorfles   Piero Dorfles        € 16,00   € 15,20        -5%   IN OFFERTA",Poesie d'amore,Emily Dickinson,"€7,13","€7,50",Fascismo e populismo - COPIA AUTOGRAFATA,Antonio Scurati,"€11,40","€12,00",I sorrisi non fanno rumore - COPIA AUTOGRAFATA,"€16,15","€17,00"
Le affinità elettive | Johann Wolfgang von Goethe | Giunti Editore,Le affinità elettive,"€7,13","€7,50",Johann Wolfgang von Goethe,Giunti Barbera,"€7,13","€7,50",Diminuisci quantità per Le affinità elettive,Aumenta quantità per Le affinità elettive,"Maria Tosca Finazzi introduce con 10 parole chiave il capolavoro di Goethe (1749-1832): Trasformazione, Corrispondenze, Natura, Castello, Filo rosso, Lago, Santità, Corpo, Amore, Costellazione. Secondo la docente di Lingua e letteratura tedesca a Bergamo, il libro conserva la sua sorprendente attualità, non tanto per la modernità del romanzo-saggio, per l’ambivalenza e l’indicibilità, ma per quel groviglio di istinto, libera scelta, caso e destino che così bene corrisponde al nostro tempo. Paragonato alla  Gioconda  di Leonardo per la stessa bellezza e armonia formale, lo stesso inquieto enigma che si nasconde nel profondo, tutto è in connessione in questo romanzo: alchimia e scienza, psicologia e storia, religione e superstizione.","Default Title - €7,50",Giunti Barbera,PASSEPARTOUT,Brossura,320.0,"12.5 x
    
  
    
      19.5
    
  
  cm",9788809920590.0,Johann Wolfgang von Goethe,Johann Wolfgang von Goethe,Johann Wolfgang von Goethe: biografia e libri in vendita | Giunti Editore,"Scopri tutti i libri di Johann Wolfgang von Goethe. Consulta il catalogo dell'autore, ordina online o trova una copia nella libreria più vicina a te.","Aggiungi   Sold out!                 Dalla mia vita. Poesia e verità   Dalla mia vita. Poesia e verità      Johann Wolfgang von Goethe   Johann Wolfgang von Goethe        € 60,00   € 57,00        -5%   IN OFFERTA                                         Non Disponibile   Sold out!                 Le affinità elettive   Le affinità elettive      Johann Wolfgang von Goethe   Johann Wolfgang von Goethe        € 5,90   € 5,61        -5%   IN OFFERTA                                         Non Disponibile   Sold out!                 I dolori del giovane Werther   I dolori del giovane Werther      Johann Wolfgang von Goethe   Johann Wolfgang von Goethe        € 5,90   € 5,61        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 I dolori del giovane Werther   I dolori del giovane Werther      Johann Wolfgang von Goethe   Johann Wolfgang von Goethe        € 6,00   € 5,70        -5%   IN OFFERTA                                         Non Disponibile   Sold out!                 Le affinità elettive   Le affinità elettive      Johann Wolfgang von Goethe   Johann Wolfgang von Goethe        € 8,00   € 7,60        -5%   IN OFFERTA                                         Non Disponibile   Sold out!                 Le affinità elettive   Le affinità elettive      Johann Wolfgang von Goethe   Johann Wolfgang von Goethe        € 6,90   € 6,56        -5%   IN OFFERTA   OUTLET                                         Non Disponibile   Sold out!                 I dolori del giovane Werther   I dolori del giovane Werther      Johann Wolfgang von Goethe   Johann Wolfgang von Goethe        € 5,90   € 5,61        -5%   IN OFFERTA   OUTLET                                         Non Disponibile   Sold out!                 Le affinità elettive   Le affinità elettive      Johann Wolfgang von Goethe   Johann Wolfgang von Goethe        € 6,00   € 5,70        -5%   IN OFFERTA   OUTLET",,,,,,,,,,,
"Judith | Loredana Frescura, Marco Tomatis | Giunti Editore",Judith,"€13,30","€14,00","Loredana Frescura  ,   Marco Tomatis",,"€13,30","€14,00",Diminuisci quantità per Judith,Aumenta quantità per Judith,"Allo scoppio del secondo conflitto mondiale, Judith, ragazza ebrea di 14 anni, vive in un paesino della Polonia. Non si rende ben conto di ciò che sta accadendo intorno a lei, fino a quando con la sua numerosa famiglia viene rinchiusa nel ghetto. Sarà solo il primo dei tanti soprusi che dovranno subire. Un giorno, vengono tutti riuniti davanti a una grande fossa. Mentre le persone intorno cadono, lei viene colpita di striscio. Sopravvivere a quella orribile strage per Judith ha un solo significato: dovrà testimoniare al mondo ciò che è accaduto.","Default Title - €14,00",,SPINE,Brossura con bandelle,240.0,"14.0 x
    
  
    
      21.5
    
  
  cm",,,,,,"Aggiungi   Sold out!                 I perfezionatori   I perfezionatori      Loredana Frescura, Marco Tomatis   Loredana Frescura, Marco Tomatis        € 10,00   € 9,50        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Roberto e le sfidanzate   Roberto e le sfidanzate      Loredana Frescura, Marco Tomatis   Loredana Frescura, Marco Tomatis        € 9,90   € 9,41        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Glauco e Lenina   Glauco e Lenina      Loredana Frescura, Marco Tomatis   Loredana Frescura, Marco Tomatis        € 14,00   € 13,30        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Storia di Fiordaliso   Storia di Fiordaliso      Loredana Frescura, Marco Tomatis   Loredana Frescura, Marco Tomatis        € 14,00   € 13,30        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Massimo da sistemare   Massimo da sistemare      Loredana Frescura, Marco Tomatis   Loredana Frescura, Marco Tomatis        € 9,90   € 9,41        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Sarò io la tua Fortuna   Sarò io la tua Fortuna      Loredana Frescura, Marco Tomatis   Loredana Frescura, Marco Tomatis        € 14,00   € 13,30        -5%   IN OFFERTA",,,,,,,,,,,
Caro signor Germain | Albert Camus | Giunti Editore,Caro signor Germain,"€15,20","€16,00",Albert Camus,Bompiani,"€15,20","€16,00",Diminuisci quantità per Caro signor Germain,Aumenta quantità per Caro signor Germain,"Un libro pulsante di emozioni, uno
straordinario omaggio a tutti i maestri
e professori che svolgono il loro lavoro con
passione e sostengono i ragazzi che ne hanno
più bisogno. Per la prima volta raccolte in
volume le lettere inedite tra Albert Camus
e il suo insegnante Louis Germain.
Fu proprio Germain a riconoscere nel giovane
Albert, orfano di padre e proveniente da
una famiglia di umili origini, un dono unico
e una sensibilità nel guardare il mondo, fu
lui a infondergli fiducia e a consigliarlo nei
primi passi verso gli studi. Quando molti anni
dopo nel 1957 Camus ricevette il Nobel per
la letteratura, una delle lettere più toccanti
la scrisse proprio al signor Germain, per
esprimere tutta la sua gratitudine al vecchio
insegnante. Ma c’è più del ricordo affettuoso
del “figlio spirituale”, come si firma Camus,
nei confronti del mentore: c’è un sodalizio
lungo una vita tra due uomini che affrontano
dolori e gioie sapendo di poter contare l’uno
sull’altro.","Default Title - €16,00",Bompiani,PASSAGGI,Brossura con bandelle,128.0,"12.0 x
    
  
    
      18.0
    
  
  cm",9788830119123.0,Albert Camus,Albert Camus,Albert Camus: biografia e libri in vendita | Giunti Editore,"Scopri tutti i libri di Albert Camus. Consulta il catalogo dell'autore, ordina online o trova una copia nella libreria più vicina a te.","Aggiungi   Sold out!                 Saremo leggeri   Saremo leggeri      Albert Camus, Maria Casarès   Albert Camus, Maria Casarès        € 65,00   € 61,75        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 La peste   La peste      Albert Camus   Albert Camus        € 14,00   € 13,30        -5%   IN OFFERTA   OUTLET                                         Aggiungi   Sold out!                 Conferenze e discorsi (1937-1958)   Conferenze e discorsi (1937-1958)      Albert Camus   Albert Camus        € 22,00   € 20,90        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Il primo uomo   Il primo uomo      Albert Camus   Albert Camus        € 14,00   € 13,30        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 I demoni   I demoni      Albert Camus   Albert Camus        € 12,00   € 11,40        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 L’estate e altri saggi solari   L’estate e altri saggi solari      Albert Camus   Albert Camus        € 12,00   € 11,40        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 La caduta   La caduta      Albert Camus   Albert Camus        € 10,00   € 9,50        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Caligola   Caligola      Albert Camus   Albert Camus        € 11,00   € 10,45        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 La morte felice   La morte felice      Albert Camus   Albert Camus        € 12,00   € 11,40        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 L’esilio e il regno   L’esilio e il regno      Albert Camus   Albert Camus        € 10,00   € 9,50        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Tutto il teatro   Tutto il teatro      Albert Camus   Albert Camus        € 16,00   € 15,20        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Taccuini   Taccuini      Albert Camus   Albert Camus        € 16,00   € 15,20        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Il diritto e il rovescio   Il diritto e il rovescio      Albert Camus   Albert Camus        € 9,00   € 8,55        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Riflessioni sulla pena di morte   Riflessioni sulla pena di morte      Albert Camus   Albert Camus        € 9,00   € 8,55        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Questa lotta vi riguarda   Questa lotta vi riguarda      Albert Camus   Albert Camus        € 16,00   € 15,20        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 La peste   La peste      Albert Camus   Albert Camus        € 13,00   € 12,35        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Lo straniero   Lo straniero      Albert Camus   Albert Camus        € 13,00   € 12,35        -5%   IN OFFERTA                                         Non Disponibile   Sold out!                 L’estate e altri saggi solari   L’estate e altri saggi solari      Albert Camus   Albert Camus        € 10,00   € 9,50        -5%   IN OFFERTA   OUTLET                                         Aggiungi   Sold out!                 Il mito di Sisifo   Il mito di Sisifo      Albert Camus   Albert Camus        € 12,00   € 11,40        -5%   IN OFFERTA                                         Non Disponibile   Sold out!                 Questa lotta vi riguarda. Corrispo...   Questa lotta vi riguarda. Corrispondenze per Combat 1944...      Albert Camus   Albert Camus        € 19,50   € 18,53        -5%   IN OFFERTA",Fascismo e populismo - COPIA AUTOGRAFATA,Antonio Scurati,"€11,40","€12,00",I sorrisi non fanno rumore - COPIA AUTOGRAFATA,Enrica Tesio,"€16,15","€17,00",I Libri di Jakub,"€27,55","€29,00"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La ragazza eterna | Andrea Piva | Giunti Editore,La ragazza eterna,"€18,05","€19,00",Andrea Piva,Bompiani,"€18,05","€19,00",Diminuisci quantità per La ragazza eterna,Aumenta quantità per La ragazza eterna,"Renata è una fuoriclasse, una donna che indossa
bellezza e intelligenza con la grazia di una farfalla
tropicale: per questo, forse, Boccia si è sempre
fatto una ragione che il loro amore non potesse
assumere la forma della coppia borghese, e
ha addirittura trovato il coraggio per partecipare
al matrimonio di lei con un altro. Ma un giorno
Renata suona alla porta del suo appartamento
nel centro di Bari e gli rivela di aver ricevuto una
diagnosi che non lascia speranza; il suo ritorno
è una richiesta di aiuto.
Secondo il suo stile imprevedibile, però, Renata
sceglie la via della rimozione tuffandosi nella
variopinta vita mondana barese, e tocca a Boccia
– che è psichiatra e ha un alto sentimento della
sua missione – fare i conti con l’ombra del male
che li ha lambiti. È così che, insieme a un collega,
comincia a pensare alla possibilità di sperimentare
proprio con Renata una terapia illegale per
la legge italiana ma della cui efficacia è molto
convinto: quella psichedelica, che la comunità
scientifica sta riscoprendo nelle sue potenzialità
di cura della depressione, delle dipendenze
e delle angosce più profonde tramite sostanze
come la psilocibina, l’ayahuasca, l’lsd.
Questo romanzo è un viaggio dentro la psiche
umana, le sue sofferenze ma anche le sue
possibilità di apertura, condivisione, generazione
di nuovi universi. È un romanzo sociale che,
nel raccontare la desacralizzazione della vita
contemporanea, mette in scena la nostra commedia
umana con irresistibile umorismo. Ed è una
grande storia d’amore: quello di Boccia e Renata
ma anche quello che ciascuno di noi può
riscoprire per sé stesso e per i propri fantasmi,
decidendo di aprirsi a un nuovo sentimento
del tempo e dell’identità. Gli antichi greci
intraprendevano il viaggio a Eleusi per essere
iniziati ai misteri di Demetra, Persefone e Ade:
i protagonisti di Andrea Piva portano fino a noi
le ultime schegge della luminosa forza sprigionata
da quei riti di morte e di rinascita.","Default Title - €19,00",Bompiani,NARRATORI ITALIANI,Brossura con sovraccoperta,360.0,"15.0 x
    
  
    
      21.0
    
  
  cm",9788830107793.0,,,,,"Aggiungi   Sold out!                 L'animale notturno   L'animale notturno      Andrea Piva   Andrea Piva        € 13,00   € 12,35        -5%   IN OFFERTA                                         Non Disponibile   Sold out!                 L'animale notturno   L'animale notturno      Andrea Piva   Andrea Piva        € 16,00   € 15,20        -5%   IN OFFERTA",Fascismo e populismo - COPIA AUTOGRAFATA,Antonio Scurati,"€11,40","€12,00",I sorrisi non fanno rumore - COPIA AUTOGRAFATA,Enrica Tesio,"€16,15","€17,00",I Libri di Jakub,"€27,55","€29,00"
"Il vino è rosa | Giulia Cataldi Madonna, Luigi Cataldi Madonna | Giunti Editore",Il vino è rosa,"€23,75","€25,00","Giulia Cataldi Madonna  ,   Luigi Cataldi Madonna",Topic Edizioni,"€23,75","€25,00",Diminuisci quantità per Il vino è rosa,Aumenta quantità per Il vino è rosa,"Il vino rosa viene, non di rado, considerato un vino di seconda fascia rispetto al bianco e al rosso. Ma è sempre stato così? La storia della tecnica e dell’arte ci vengono in aiuto per definire il ruolo di questo vino, protagonista nel passato ma poco conosciuto nel presente. In queste pagine, con una visione storica e filosofica, gli autori ci accompagnano in un affascinante viaggio nel corso dei secoli, per scoprire l’evoluzione di un vino dal passato nobile e che oggi è pronto a vivere una rinascita.","Default Title - €25,00",Topic Edizioni,PROGETTI SPECIALI,Brossura con sovraccoperta,208.0,"15.0 x
    
  
    
      21.0
    
  
  cm",9791281608023.0,Giulia Cataldi Madonna,Giulia Cataldi Madonna,Giulia Cataldi Madonna: biografia e libri in vendita | Giunti Editore,"Scopri tutti i libri di Giulia Cataldi Madonna. Consulta il catalogo dell'autore, ordina online o trova una copia nella libreria più vicina a te.",,Liberati dai pensieri ossessivi e dalle compulsioni,Klaus Bernhardt,"€16,06","€16,90",Caro signor Germain,Albert Camus,"€15,20","€16,00",Spidey Il primo libro pop-up,"€12,26","€12,90"
Paesaggi e personaggi | Gillo Dorfles | Giunti Editore,Paesaggi e personaggi,"€14,25","€15,00",Gillo Dorfles,Bompiani,"€14,25","€15,00",Diminuisci quantità per Paesaggi e personaggi,Aumenta quantità per Paesaggi e personaggi,"Un’antologia di appunti e ricordi. I viaggi di Gillo Dorfles raccolti
capitolo dopo capitolo come un diario ordinato per città e paesi
frequentati. Dorfles racconta la sua storia dalla nascita a Trieste
allo sfollamento in Toscana fino alla scelta di Milano come città
elettiva perché la “più attiva d’Italia”. L’autore narra con semplicità
e senza indulgere nei personalismi numerosi passaggi storici
del Novecento, come la fondazione di Brasilia nel 1960, o spaccati
di vita quotidiana, come la sua visita ad Harlem, quando i neri
avevano fontanelle pubbliche diverse dai bianchi. Ogni pagina
esprime amore per culture lontane come quella russa e giapponese
o visite lampo in piccoli paesi vicini e remoti. Attraverso numerosi
racconti inediti che percorrono per intero tutto il Secolo breve,
Gillo Dorfles narra le sue frequentazioni e le amicizie con uomini
come Toscanini e Montale e donne come Leonor Fini. Un libro
prezioso, che più di tanti trattati o testi accademici restituisce
l’immagine vivida e potente di un uomo dalle molteplici esperienze.","Default Title - €15,00",Bompiani,TASCABILI VARIA,Brossura,320.0,"13.0 x
    
  
    
      19.8
    
  
  cm",9788830108530.0,Gillo Dorfles,Gillo Dorfles,Gillo Dorfles: biografia e libri in vendita | Giunti Editore,"Scopri tutti i libri di Gillo Dorfles. Consulta il catalogo dell'autore, ordina online o trova una copia nella libreria più vicina a te.","Aggiungi   Sold out!                 Il Kitsch   Il Kitsch      Gillo Dorfles   Gillo Dorfles        € 48,00   € 45,60        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Estetica dovunque   Estetica dovunque      Gillo Dorfles   Gillo Dorfles        € 24,00   € 22,80        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Abbecedario   Abbecedario      Gillo Dorfles   Gillo Dorfles        € 14,00   € 13,30        -5%   IN OFFERTA                                         Non Disponibile   Sold out!                 Paesaggi e personaggi   Paesaggi e personaggi      Gillo Dorfles   Gillo Dorfles        € 15,00   € 14,25        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Estetica senza dialettica. Scritti...   Estetica senza dialettica. Scritti dal 1933 al 2014      Gillo Dorfles   Gillo Dorfles        € 70,00   € 66,50        -5%   IN OFFERTA",Fascismo e populismo - COPIA AUTOGRAFATA,Antonio Scurati,"€11,40","€12,00",I sorrisi non fanno rumore - COPIA AUTOGRAFATA,Enrica Tesio,"€16,15","€17,00",I Libri di Jakub,"€27,55","€29,00"
La mia prima antologia di racconti | Anna Casalis | Giunti Editore,La mia prima antologia di racconti,,,Anna Casalis,DAMI EDITORE,,,Diminuisci quantità per La mia prima antologia di racconti::per imparare a leggere e scrivere in stampatello maiuscolo,Aumenta quantità per La mia prima antologia di racconti::per imparare a leggere e scrivere in stampatello maiuscolo,"Un libro in stampatello maiuscolo che ha l’obiettivo di favorire l’arricchimento lessicale e la letto-scrittura dei bambini, attraverso attività piacevoli e motivanti. Nella pagina di sinistra sono presenti un breve racconto e un’attività con gli stickers, mentre nella pagina di destra i bambini saranno invitati a ricreare attivamente un vocabolario figurato scrivendo le parole della storia in corrispondenza delle immagini di riferimento.",,DAMI EDITORE,LEGGO E SCRIVO IO,Brossura,48.0,"23.0 x
    
  
    
      29.0
    
  
  cm",,Anna Casalis,Anna Casalis,Anna Casalis: biografia e libri in vendita | Giunti Editore,"Scopri tutti i libri di Anna Casalis. Consulta il catalogo dell'autore, ordina online o trova una copia nella libreria più vicina a te.",,Le avventure di Pinocchio. Edizione Anniversario 1883-2023,Carlo Collodi,"€26,60","€28,00",W.I.T.C.H. Il Reboot - Il cuore dell'amicizia,Walt Disney,"€9,41","€9,90",L'incredibile storia della bambina nata come un fiore,"€13,30","€14,00"
"Io, Filippo e l'albero di ciliegie | Paola Peretti | Giunti Editore","Io, Filippo e l'albero di ciliegie","€15,20","€16,00",Paola Peretti,,"€15,20","€16,00","Diminuisci quantità per Io, Filippo e l'albero di ciliegie","Aumenta quantità per Io, Filippo e l'albero di ciliegie","Il commovente seguito de  La distanza tra me e il ciliegio  : Mafalda ha tredici anni ed è cieca da quando ne aveva dieci. Ha un migliore amico, Filippo, e un gatto fedele che l'accompagna ovunque, Ottimo Turcaret. Nonostante cerchi sempre il lato positivo, stavolta è preoccupata per suo papà, che ha perso il lavoro ed è ora in preda alla depressione. E poi... poi quell'orrenda
compagna di scuola, Debbie, ora sembra interessata a Filippo. Lui, che le è amico da anni, potrebbe
essere la persona di cui Mafalda si sta innamorando? Nella sua vita entrano due nuovi adulti: Elsa, una giovane senzatetto, e il signor Nino, l'anziano vicino del piano di sopra, con un pessimo carattere, e una grande passione per Charles Dickens. A poco a poco, Mafalda apprende le loro storie e come anche le loro vite sono state plasmate da scelte coraggiose e difficili.","Default Title - €16,00",,BIBLIOTECA JUNIOR,Cartonato con sovraccoperta,144.0,"14.0 x
    
  
    
      21.5
    
  
  cm",,Paola Peretti,Paola Peretti,Paola Peretti: biografia e libri in vendita | Giunti Editore,"Scopri tutti i libri di Paola Peretti. Consulta il catalogo dell'autore, ordina online o trova una copia nella libreria più vicina a te.","Aggiungi   Sold out!                 La distanza tra me e il ciliegio   La distanza tra me e il ciliegio      Paola Peretti   Paola Peretti        € 16,00   € 15,20        -5%   IN OFFERTA",,,,,,,,,,,
Il libro pop-up della natura | Sylvie Baussier | Giunti Editore,Il libro pop-up della natura,"€21,76","€22,90",Sylvie Baussier,Editoriale Scienza,"€21,76","€22,90",Diminuisci quantità per Il libro pop-up della natura,Aumenta quantità per Il libro pop-up della natura,"Che cos’è un ecosistema? Quante specie esistono sulla Terra? Perché l’acqua
dei fiumi scorre? Come respirano i pesci? C’è vita sottoterra? Le montagne
invecchiano? Scopri com’è fatta una foresta di mangrovie, come vivono gli
animali nella savana, quali specie abitano la barriera corallina e le profondità
dell’oceano. Alla fine del libro troverai un capitolo dedicato alle invenzioni che
gli esseri umani hanno realizzato ispirandosi dalla natura e un quiz per mettere
alla prova quello che hai imparato!","Default Title - €22,90",Editoriale Scienza,POP-UP & CO.,Cartonato,32.0,"23.0 x
    
  
    
      23.0
    
  
  cm",,,,,,"Aggiungi   Sold out!                 Il libro pop-up dello Spazio   Il libro pop-up dello Spazio      Sylvie Baussier, Michel Viso   Sylvie Baussier, Michel Viso        € 22,90   € 21,76        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Il libro pop-up dello Spazio   Il libro pop-up dello Spazio      Sylvie Baussier, Michel Viso   Sylvie Baussier, Michel Viso        € 19,90   € 18,91        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 La mia prima enciclopedia dei perc...   La mia prima enciclopedia dei perché      Sylvie Baussier   Sylvie Baussier        € 14,90   € 14,16        -5%   IN OFFERTA                                         Aggiungi   Sold out!                 Il libro Pop-up dei Perché   Il libro Pop-up dei Perché      Sylvie Baussier   Sylvie Baussier        € 19,90   € 18,91        -5%   IN OFFERTA                                         Non Disponibile   Sold out!                 Il libro Pop-up dei Perché   Il libro Pop-up dei Perché      Sylvie Baussier   Sylvie Baussier        € 19,90   € 18,91        -5%   IN OFFERTA   OUTLET",,,,,,,,,,,
